Property Address,Property Name,Number Of Units,Building Class,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Phone,Sale Company Contact,Vacancy %,Year Built,Year Renovated,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Owner Name,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Name,Property Manager Phone,Recorded Owner Name,Recorded Owner Contact,Recorded Owner Phone,Recorded Owner Address,Recorded Owner City State Zip,One Bedroom Effective Rent/Unit,Studio Effective Rent/Unit,Two Bedroom Asking Rent/Unit,Three Bedroom Effective Rent/Unit
1604 E Beech St,Sagewood Apartments,48,B,Yakima,WA,98901-3131,"1,108.00",0.92,"1,025",,,,,,,2.1,2013,,,20,20,8,Trillium Housing Services,49014 N Waterview St,"Tacoma, WA 98407",Bruce Kilen,2068709713,Cambridge - Sagewood Apartments,5094528577,Vbt Sagewood,,,1916 W 64th Ave,"Tacoma, WA 98466",,,891,"1,085"
4004 Bell Ave,,10,C,Yakima,WA,98908,,,,,,,,,,2.5,1965,,,,,,Benjamin Brett Graf,211 Rome Rd,"Selah, WA 98942",Benjamin Graf,5099300905,4004 Bell Ave,5099300905,K G G Investments,,,PO BOX 100,"SELAH, WA 98942",,,,
1306-1308 Browne Ave,Monarch Manor Apartments,14,C,Yakima,WA,98902,770.00,0.86,641,,,,,,,,1979,,4,10,,,Megalodon Property Management,901 Summitview Ave,"Yakima, WA 98902    ",Larry Hull,5094538161,Megalodon - Monarch Manor,5094538161,Yakima Valley Rentals Llc,,,901 Summitview Ave,"Yakima, WA 98902",585,,663,
1313 Browne Ave,Starliter Apartments,78,C,Yakima,WA,98902,686.00,0.91,623,,,,,,,,1960,,40,36,2,,Megalodon Property Management,901 Summitview Ave,"Yakima, WA 98902    ",,5094538161,Megalodon - Starliter,5094538161,Browne Senior Apartments Llc,,,901 Summitview Ave,"Yakima, WA 98902    ",582,,659,759
1314 Browne Ave,Royal Court Apartments,20,C,Yakima,WA,98902,726.00,0.87,632,,,,,,,,1962,,8,12,,,Megalodon Property Management,901 Summitview Ave,"Yakima, WA 98902    ",,5094538161,Megalodon - Royal Court,5094538161,Yakima Valley Rentals Llc,,,901 Summitview Ave,"Yakima, WA 98902    ",585,,663,
1509 Browne Ave,Colonial Manor,20,C,Yakima,WA,98902,"1,055.00",0.93,977,,,,,,,10.0,1968,,,20,,,Graf Investments Inc,410 S 1st St,"Selah, WA 98942",,5096974874,Graf - Colonial Manor,5096974874,K G G Investments,,,P.O.Box 100,"Selah, WA 98942    ",,,977,
603 E Central Ave,Sierra Apartments,14,C,Yakima,WA,98901,,,,,,,,,,2.5,1979,,,,,,Lowel Krueger,2005 S 92nd Ave,"Yakima, WA 98903",,5099529387,603 E Central Ave Sierra Apartments,5099529387,Yakima Housing Authority,,,603 E Central Ave,"Yakima, WA 98901    ",,,,
801 E Central Ave,,10,C,Yakima,WA,98901,,,,,,,,,,2.9,1979,,,,,,Yakima Housing Authority,801 E Central Ave,"Yakima, WA 98901    ",,,,,Yakima Housing Authority,,,801 E Central Ave,"Yakima, WA 98901    ",,,,
1311-1317 Cherry Ave,,18,C,Yakima,WA,98902,,,,,,,,,,2.9,1970,,,,,,Glenn Jay L,1375 Cinnamon Ridge Way,"Provo, UT 84606",,,,,Glenn Jay L,,,1375 Cinnamon Ridge Way,"Provo, UT 84606",,,,
503 E Chestnut Ave,Maddux Manor,20,C,Yakima,WA,98901,,,,,,,,,,2.9,1931,,,,,,William & Lisa Hagreen,522 N 20th Ave,"Yakima, WA 98902",William Hagreen,5099728743,,,William & Lisa Hagreen,,5099728743,522 N 20th Ave,"Yakima, WA 98902",,,,
807 W Chestnut Ave,12-Plex,12,C,Yakima,WA,98902,,,,,,,,,,2.9,1976,,12,,,,Michelle Colley,3294 Wild Canyon Way,"Richland, WA 99352",Michelle Colley,5093723781,,,Cinnabar Legacy LLC,,,,,,,,
1401 W Chestnut Ave,,10,C,Yakima,WA,98902,,,,,,,,,,2.9,1965,,,,,,Chestnut West Llc,3225 McLeod Dr,"Las Vegas, NV 89121    ",,,,,Chestnut West Llc,,,3225 McLeod Dr,"Las Vegas, NV 89121    ",,,,
1501 W Chestnut Ave,,10,B,Yakima,WA,98902,,,,,,,,,,2.5,1956,,,,,,Lyle W Hansen,1112 S 11th Ave,"Yakima, WA 98902",Lyle Hansen,5094524213,1501 W Chestnut Ave,5094524213,Lyle W & Hansen,,,111 S 7th Ave,"Yakima, WA 98902    ",,,,
1012 Cornell Ave,,20,B,Yakima,WA,98902,"1,100.00",0.85,939,,,,,,,2.9,1975,,,20,,,"James Abbenhaus, MD",4211 Scenic Dr,"Yakima, WA 98908",,5095757500,Cornell Townhouses,5092484786,Gabbro Llc,,,3225 McLeod Dr,"Las Vegas, NV 89121    ",,,939,
825 E D St,East Ridge Apartments,26,B,Yakima,WA,98901-2483,"1,285.00",0.58,740,,,,,,,,2006,,,,13,13,Vaughn Bay Construction,304-312 E Yakima Ave,"Yakima, WA 98901",Paul Page,5094690182,Cambridge - East Ridge Apartments,5094533226,Vbc East Ridge Housing Limited Ptn,,,1911 65th Ave W,"Tacoma, WA 98466-6225",,,,985
221 E E St,Parkside Apts,10,C,Yakima,WA,98901,,,,,,,,,,2.9,1925,,,,,,Kris Bernard,3403 Ross Ave,"Gig Harbor, WA 98332",Kris Bernard,2532380809,,,Northwest Investment Holding L,,,PO BOX 1152,"GIG HARBOR, WA 98335",,,,
3801 Eastview Dr,,30,B,Yakima,WA,98902,,,,,,,,,,2.9,1960,,,,,,Christen Joye,3801 Eastview Dr,"Yakima, WA 98902    ",,3237096788,,,Christen Joye,,3237096788,3801 Eastview Dr,"Yakima, WA 98902    ",,,,
3807 Eastview Dr,,23,B,Yakima,WA,98902,,,,,,,,,,2.9,1958,,,,,,Bessie Sines,3807 Eastview Dr,"Yakima, WA 98902    ",Bessie Sines,5094539546,,,Sines Bessie,,,3807 Eastview Dr,"Yakima, WA 98902    ",,,,
211 S Fair Ave,Chestnut Court Apartments,36,B,Yakima,WA,98901-3005,"1,273.00",0.38,480,,,,,,,,2006,,,,16,10,Vaughn Bay Construction,1911 65th Ave W,"Fircrest, WA 98466-6225",,2534603000,Cambridge - Stonewood Apartments,5099553752,Vbc Chestnut Court,,,1911 65th Ave W,"Tacoma, WA 98466-6225",,,,454
735 S Fair Ave,,17,C,Yakima,WA,98901,,,,,,,,,,2.9,1935,,,,,,Martinez Josefa,PO BOX 14,"WAPATO, WA 98951",Josefa Martinez,2065272922,,,Martinez Josefa,,2065272922,PO BOX 14,"WAPATO, WA 98951",,,,
1316 Fairbanks Ave,,10,C,Yakima,WA,98902,,,,,,,,,,2.9,1997,,,,,,Fairbanks Yakima Llc,,,,,,,Fairbanks Yakima Llc,,,,,,,,
1307 Folsom Ave,,14,C,Yakima,WA,98902,,,,,,,,,,2.9,1980,,,,,,CODY BUEHLER,5808 Summitview Ave,"Yakima, WA 98908    ",,5099523452,,,Buehler Family Limited Partner,,,303 Viewmont Dr,"Yakima, WA 98908",,,,
1609 Fruitvale Blvd,,22,C,Yakima,WA,98902-1277,,,,,,,,,,2.5,1938,,,,,,Fruitvale Mobile Park Llc,1609 Fruitvale Blvd,"Yakima, WA 98902-1277",,,,,Fruitvale Mobile Park Llc,,,1609 Fruitvale Blvd,"Yakima, WA 98902-1277",,,,
2502 Fruitvale Blvd,Columbia Apartments,52,C,Yakima,WA,98902,500.00,1.17,584,3500000,7.69,"$67,308.00",Marcus & Millichap,5032002000,Michael Shall,,1952,,26,,,,Edward Johnson,421 Oregon Way,"Longview, WA 98632",Edward Johnson,3605771290,Columbia Apartments,,Gale Wain LLC,,3605771290,421 Oregon Way,"Longview, WA 98632",608,558,,
2700 Fruitvale Blvd,Regal Estates Mobile Home Park,79,C,Yakima,WA,98902-1159,"1,000.00",,,,,,,,,2.5,1980,,79,,,,Hurst & Son LLC,585 Bethel Ave Suite # 202,"Port Orchard, WA 98366    ",Caleb Romack,5097311717,,,Regal Community LLC,,,P.O.Box 674,"Port Orchard, WA 98366",,,,
3004 Fruitvale Blvd,,13,C,Yakima,WA,98902,,,,,,,,,,2.5,1938,,,,,,Jerry D Harris,3004 Fruitvale Blvd Suite # 13,"Yakima, WA 98902    ",Jerry Harris,5099654257,3004 Fruitvale Blvd,5099654257,Jerry D Harris,,,3004 Fruitvale Blvd,"Yakima, WA 98902    ",,,,
1705 Gordon Rd,Mesa,93,C,Yakima,WA,98901,526.00,1.30,686,,,,,,,3.2,1975,,26,8,,,Lee Hyung S & Dou S,1705 Gordon Rd,"Yakima, WA 98901",,5094528830,Mesa,5095754819,Lee Hyung S & Dou S,,5094528830,1705 Gordon Rd,"Yakima, WA 98901",726,651,780,
11 Hall Ave,,16,C,Yakima,WA,98902,,,,,,,,,,2.9,1964,,,,,,Jay Castino,61162 Teton Ln,"Bend, OR 97702",Jay Castino,5416337990,,,Americana Gardens Llc,,,61162 SW Teton Ln,"Bend, OR 97702-3369",,,,
1410 Jefferson Ave,,10,C,Yakima,WA,98902,,,,,,,,,,2.9,1976,,10,,,,David Schmitt,P.O.Box 8175,"Yakima, WA 98908",,5099664941,,,David H Schmitt,,,,,,,,
2000 W Lincoln Ave,Powerhouse Village,75,B,Yakima,WA,98902,833.00,0.85,712,,,,,,,2.8,1978,,38,37,,,Wes M & Eileen Weresch,5704 W Washington Ave,"Yakima, WA 98903",,2535729801,Wilson Real Estate - Powerhouse Village,5098531060,Powerhouse Apartments,,,5704 W Washington Ave,"Yakima, WA 98903",671,,750,
3107 Main St,,14,C,Yakima,WA,98903,,,,,,,,,,2.9,1940,,,,,,Donald Alvey,3107 Main St,"Union Gap, WA 98903",,5099494092,3107 Main St,5099494092,Donald Alvey,,5099494092,3107 Main St,"Union Gap, WA 98903",,,,
909 E Martin Luther King Jr Blvd,,14,C,Yakima,WA,98901,,,,,,,,,,2.9,1989,,,,,,Central Wa Comp Mental Hlth,,,,,,,Central Wa Comp Mental Hlth,,,,,,,,
1115 Mckinley Ave,,12,C,Yakima,WA,98902,,,,,,,,,,2.5,1973,,,,,,Ed Trammell & Glenis A Trammell,1117 McKinley Ave,"Yakima, WA 98902",,5094524156,1115 Mckinley Ave Apartments,5099651858,Trammell Ed & Glenis A,,,1 S 68th Ave,"Yakima, WA 98908",,,,
1318-1320 Mckinley Ave,,10,C,Yakima,WA,98902,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,
1310 W Mead Ave,,12,C,Yakima,WA,98902,"1,036.00",,,,,,,,,97.0,1973,,,,12,,Washington Commercial Real Estate LLC,11626 7th Ave SW,"Burien, WA 98146",,,,,Washington Commercial Real Estate LLC,,,11626 7th Ave SW,"Burien, WA 98146",,,,
1500-1508 W Mead Ave,Quail Ridge,90,C,Yakima,WA,98902-6141,973.00,0.88,859,,,,,,,,1973,,16,54,20,,"Dutch Hill Holdings, LLC",14221 92nd St SE,"Snohomish, WA 98290",Harold McCutchan,4253344580,Quail Ridge Apartments,5094243399,Dutch Hill Holdings Llc,,,10835 243rd Ave NE,"Redmond, WA 98053-5723",666,,873,973
302 E N St,,46,C,Yakima,WA,98901-1875,,,,,,,,,,2.5,1965,,,46,,,Christopher Pappas,3233 SE 168th Pl,"Bellevue, WA 98008",,5094522335,,,Clk Properties Llc,,,3233 168th Pl SE,"Bellevue, WA 98008",,,,
415 N Naches Ave,,10,C,Yakima,WA,98901,,,,,,,,,,2.9,1925,,,,,,Roger W Wilson,222 S 1st St,"Yakima, WA 98901    ",Roger Wilson,5098531060,,,Wilson Commercial Props Llc,,,415 N Naches,"Yakima, WA 98901",,,,
115 N Naches Ave,Naches Court Apartments,26,C,Yakima,WA,98901,425.00,,,,,,,,,2.9,1930,2017,26,,,,Gary M Delaney Jr,404 N 1st St,"Yakima, WA 98901",,5092489274,Wilson Real Estate - Naches Court Apartments,5094539983,Delaney Gary M Jr,,,404 N 1st St,"Yakima, WA 98901",,,,
201 N Naches Ave,,11,C,Yakima,WA,98901,,,,,,,,,,2.9,1900,,,,,,Phuong Nguyen,27160 SE 27th St,"Sammamish, WA 98075",Phuong Nguyen,4253694127,,,,,,,,,,,
314 N Naches Ave,Naches House Apartments,50,B,Yakima,WA,98901,450.00,1.62,730,,,,,,,2.3,1978,,50,,,,King County Housing Authority,600 Andover Park W,"Tukwila, WA 98188-3326",Stephen Norman,2065741100,Westwood--Naches House Apartments,5095750037,Kima Housing Authority Of City & Ya,,,810 N 6th Ave,"Yakima, WA 98902    ",727,,,
110 S Naches Ave,,49,C,Yakima,WA,98901,,,,,,,,,,1.5,1959,,5,,,,Beth Dannhardt,102 S Naches Ave,"Yakima, WA 98901",,5096745669,110 S Naches Ave Apartments,5092481800,,,,,,,,,
202 S Naches Ave,,12,C,Yakima,WA,98901,,,,,,,,,,2.9,1910,,,,,,Matthews Mark,5603 Cowiche Canyon Rd,"Yakima, WA 98908",Mark Matthews,5099660981,,,Mathews Mark & Alice,,,3110 Castlevale Rd,"Yakima, WA 98902",,,,
210 S Naches Ave,,12,C,Yakima,WA,98901,,,,,,,,,,2.9,1950,,,,,,Aspen Grove Investments 2 Llc,210 S Naches Ave,"Yakima, WA 98901    ",Andrew Brandt,8015710309,,,Aspen Grove Investments 2 Llc,,8015710309,210 S Naches Ave,"Yakima, WA 98901    ",,,,
211 S Naches Ave,Buckingham Apartments,28,B,Yakima,WA,98901,500.00,0.92,461,,,,,,,2.9,1930,,,,,,Martha L Mitchell,211 S Naches Ave,"Yakima, WA 98901",,5099246875,Buckingham Apartments,5099246875,"Buckingham Apartments, Inc",,,211 S Naches Ave,"Yakima, WA 98901",,456,,
214 S Naches Ave,,11,C,Yakima,WA,98901,,,,,,,,,,2.9,1930,,,,,,Central Washington Comprehensive,402 S 4th Ave,"Yakima, WA 98902    ",,5095754084,,,Central Washington Comprehensive,,,PO BOX 959,"YAKIMA, WA 98907",,,,
1801-1809 W Nob Hill Blvd,,10,C,Yakima,WA,98902,,,,,,,,,,2.9,1940,,,,,,Hammer Robert E,1690 Watson Rd,"Yakima, WA 98908",,,Home Source - 1801 W Nob Hill Blvd,5094522720,Hammer Robert E,,,1690 Watson Rd,"Yakima, WA 98908",,,,
2705 W Nob Hill Blvd,El Ray,38,C,Yakima,WA,98902,675.00,0.93,627,,,,,,,4.3,1968,,38,,,,Richard Hanley,11811 157th Ave NE,"Redmond, WA 98052-2258",Richard Hanley,4259682999,Home Source - El Ray,5094522720,C El Rey Apartments Of Yakima Ll,,,11811 NE 157th Ave,"Redmond, WA 98052",623,,,
4500 W Nob Hill Blvd,,16,C,Yakima,WA,98908,,,,,,,,,,2.5,1974,,,,,,Betty Kalamar,3675 W Mercer Way,"Mercer Island, WA 98040",,9082520345,4500 W Nob Hill Blvd,9082520345,Betty Kalamar,,9082520345,3675 W Mercer Way,"Mercer Island, WA 98040",,,,
4188 Nola Loop Rd,Vue Forty-Two,21,B,Yakima,WA,98901,800.00,1.18,931,,,,,,,,2011,,3,18,,,Grace Inc,4188 Nola Loop Rd,"Yakima, WA 98901-8393",Saeng-Jin Park,5093881995,Vue Forty Two,5093881995,Grace Inc,,5093881995,4188 Nola Loop Rd,"Yakima, WA 98901-8393",868,,941,
402 Perry St,,12,C,Yakima,WA,98902,"1,000.00",0.81,814,,,,,,,7.0,1975,,,12,,,Royal Palms Properties Llc,60 Koda Dr,"Selah, WA 98942",,,402 Perry St,5099669502,Royal Palms Properties Llc,,,60 Koda Dr,"Selah, WA 98942",,,814,
1711 River Rd,,23,C,Yakima,WA,98902,870.00,0.90,784,,,,,,,7.0,1998,,12,11,,,"Borton & Sons, Inc.",2550 Borton Rd,"Yakima, WA 98903    ",John Borton,5099663905,Lake Aspen Apartments,5092485351,Lake Aspen Enterprises Llc,,,3216 Fruitvale Blvd,"Yakima, WA 98902",773,,790,
1401-1405 Roosevelt Ave,,11,C,Yakima,WA,98902,,,,,,,,,,2.9,1977,,,,,,Kevin Futrell,2246 SE Upchurch Way,"Port Orchard, WA 98366",,4253739142,,,Kevin Futrell,,,1401 Roosevelt Ave,"Yakima, WA 98902",,,,
1402-1408 Roosevelt Ave,,24,C,Yakima,WA,98902,900.00,1.03,924,,,,,,,2.9,1976,,,24,,,Kris Bernard,3403 Ross Ave,"Gig Harbor, WA 98332",,2532380809,1402-1408 Roosevelt Ave.,5097598325,Northwest Investment Llc,,,,,,,924,
1112 E Spruce St,Spruce Street Apartments,36,B,Yakima,WA,98901-3056,"1,091.00",0.51,546,,,,,,,0.1,2010,,,7,19,8,Vaughn Bay Construction,304-312 E Yakima Ave,"Yakima, WA 98901",Paul Page,5094690182,Cambridge- Spruce Street Apartments,,Vbc Spruce Street Ii Limited Partnership,,,1911 65th Ave W,"Tacoma, WA 98466-6225",,,678,450
1205 E Spruce St,Stonewood Apartments,120,B,Yakima,WA,98901,987.00,0.96,952,,,,,,,,2019,,,63,31,26,,,,,,Cambridge - Stonewood Apartments,5099553752,,,,,,,,973,869
1501 Summitview Ave,Cottage Hill,62,B,Yakima,WA,98902,766.00,1.20,918,,,,,,,,1948,,58,4,,,GCBP Management,123 E Yakima Ave,"Yakima, WA 98901    ",,5098342244,GCBP Management - Cottage Hill,5094536229,Cottage Hill LLC,,,,,905,,"1,065",
3907 Sunrise Park Dr,,22,B,Yakima,WA,98902,,,,,,,,,,2.9,1958,,,,,,Yvette Chevret,3902 W Lincoln Ave,"Yakima, WA 98902",Yvette Chevret,5092488279,3907 Sunrise Park Dr,5092488279,"Sunrise Park Co-Operative Courts, Inc.",Yvette Chevret,5092488279,3902 W Lincoln Ave,"Yakima, WA 98902",,,,
1203 Swan Ave,,26,C,Yakima,WA,98902,,,679,,,,,,,2.9,1991,,,,26,,Doug Lemon Rentals,206 N 6th Ave,"Yakima, WA 98902    ",,5094532171,Doug Lemon Rentals,5094532171,Swan Avenue Llc,,,,,,,,676
1121 E Viola Ave,Viola Apartments,50,B,Yakima,WA,98901-3801,"1,039.00",0.92,952,,,,,,,2.1,2010,,,25,10,10,Cambridge Management,1916 64th Ave W,"Tacoma, WA 98466-6203",,2535347200,Cambridge- Viola Apartments,5094262139,Vbcdi Viola Apartments Ii Llc,,,1911 65th Ave W,"Tacoma, WA 98466-6225",,,823,"1,318"
711 W Walnut St,Sommerset Apartments,47,C,Yakima,WA,98902,660.00,,,,,,,,,1.9,1969,,16,15,,,Next Step Housing,124 Crestmont Dr,"Oakland, CA 94619", Mary,5108428586,Next Step Housing Services,5092490390,Next Step Housing,,,124 Crestmont Dr,"Oakland, CA 94619",,,,
4004 W Walnut St,,16,C,Yakima,WA,98908,,,,,,,,,,2.5,1966,,,,,,Todd Zahnle,1224 5th Pl,"Kirkland, WA 98033",,4256817591,4004 W Walnut St Apartments,4252844459,Zahnle Todd C,,,9701 NE Juanita Dr,"Kirkland, WA 98034",,,,
105 W Washington Ave,,66,C,Yakima,WA,98903-1467,500.00,,,,,,,,,2.9,1983,,,,,,Rainier Mh Parks Llc,400 39th Ave E,"Seattle, WA 98112-5021",,,,,Rainier Mh Parks Llc,,,400 39th Ave E,"Seattle, WA 98112-5021",,,,
3905 Webster Ave,,10,C,Yakima,WA,98902-3970,,,,,,,,,,2.9,1965,,,,,,Stadium Court Apartments Llc,,,,,,,Stadium Court Apartments Llc,,,,,,,,
608 Willow St,,14,C,Yakima,WA,98902,,,,,,,,,,2.5,1984,,,,,,Roderick H Schultz & Jennifer Schultz,414 N Cherry Ridge Ct,"Yakima, WA 98908",,5099666649,608 Willow St,5099666649,Schultz Roderick H & Jennifer,,,414 N Cherry Ridge Ct,"Yakima, WA 98908",,,,
1214 Willow St,Willow Lane Apartments,20,C,Yakima,WA,98902,,,,,,,,,,2.9,1980,,,,,,Yakima Housing Authority,810 N 6th Ave,"Yakima, WA 98902    ",,5094533106,YHA - Willow Lane Apartments,5094533106,Yakima Housing Authority,,,1212 Willow St,"Yakima, WA 98902",,,,
304-312 E Yakima Ave,The Grand Hotel,51,C,Yakima,WA,98901,689.00,0.76,523,,,,,,,1.5,1920,,30,21,,,Cambridge Management,1916 64th Ave W,"Tacoma, WA 98466-6203",,2535347200,Cambridge - Grand Hotel,5094697841,Basalt Investments Limited Partnership,,,1911 W 65th Ave,"Tacoma, WA 98466",482,,580,
215-219 W Yakima Ave,,13,C,Yakima,WA,98902,,,,,,,,,,2.9,1925,,,,,,Yakima Valley Council On Alcoh,102 S Naches Ave,"Yakima, WA 98901",,,,,Yakima Valley Council On Alcoh,,,102 S Naches Ave,"Yakima, WA 98901",,,,
302 W Yakima Ave,,13,C,Yakima,WA,98902,,,,,,,,,,2.9,1907,,13,,,,Gregory Vance,302 W Yakima Ave,"Yakima, WA 98902    ",Gregory Vance,5099655301,,,Vance Gregory T & Diane M,,,7505 Sali Rd,"Yakima, WA 98903",,,,
322-324 W Yakima Ave,Savoy Apartments,41,B,Yakima,WA,98902-3411,240.00,1.45,348,1750000,11.00,"$42,683.00",Stewart Commercial,2067708812,Aaron Stewart,,1910,,41,,,,Stewart Commercial,2522 N Proctor St Suite # 467,"Tacoma, WA 98406    ",Aaron Stewart,2067708812,Savoy Apartments,2534056258,"Senator Llc, The",,,2522 N Proctor St,"Tacoma, WA 98406    ",347,,,
1415 W Yakima Ave,EL DORADO APARTMENTS,34,C,Yakima,WA,98902,,,,,,,,,,2.9,1978,,,,,,Jonathan W Alke,8704 Grove Ave,"Yakima, WA 98908-8441",Jonathan Alke,6507961314,El Dorado Apartments,5093145811,Jonathan W Alke,,6507961314,8704 Grove Ave,"Yakima, WA 98908-8441",,,,
1501 W Yakima Ave,,17,B,Yakima,WA,98902,,,,,,,,,,2.9,1925,,,,,,Gary M Delaney Jr,404 N 1st St,"Yakima, WA 98901",,5092489274,Delaney Property Management,5097289000,St Charles Properties Llc,,,404 N 1st St,"Yakima, WA 98901",,,,
1603 N 1st St,TRAILER VILLAGE MOBILE HOME PARK,39,C,Yakima,WA,98901-1748,"1,000.00",,,,,,,,,2.5,1965,,39,,,,Karen Stotsenberg,408 Santa Roza Dr,"Yakima, WA 98901",,5092485941,,,Trailer Vlg Mobile Hm Pk Llc,,,1603 N 1st St,"Yakima, WA 98901-1748",,,,
915 N 15th Ave,Merri Acres Mobile Home Park,51,C,Yakima,WA,98902-1334,"1,000.00",,,,,,,,,2.5,1920,,51,,,,Willam Jackson,7683 SE 27th St Suite # 315,"Mercer Island, WA 98040",William Jackson,,,,Merri Acres LLC,,,7683 SE 27th St,"Mercer Island, WA 98040",,,,
903 N 34th Ave,Cascade Villa Mobile Home Park,50,B,Yakima,WA,98902-1045,"1,000.00",,,,,,,,,2.5,,,50,,,,Edward & Elaine Epstein,8405 SE 53rd Pl,"Mercer Island, WA 98040",,2062321919,,,Cascade Villa Mobile Home Park Llc,,,8405 SE 53rd Pl,"Mercer Island, WA 98040",,,,
1011 N 34th Ave,Whispering Pines MHC,60,C,Yakima,WA,98902,,,,,,,,,,2.5,1925,1968,60,,,,Jack Olof,1700 Adams Ave Suite # 212,"Costa Mesa, CA 92626-4865",,7145498200,,,Whispering Pines Mhc Llc,,,1700 Adams Ave,"Costa Mesa, CA 92626",,,,
4304 Ahtanum Rd,Paradise Island Mobile Home Park,36,C,Yakima,WA,98903-1166,"1,000.00",,,,,,,,,2.9,1986,,36,,,,County Of Yakima,,,,,,,County Of Yakima,,,,,,,,
4803 Ahtanum Rd,TOTEM VILLAGE MOBILE HOME PARK,48,C,Yakima,WA,98903-1057,"1,000.00",,,,,,,,,2.9,1976,,48,,,,County Of Yakima,,,,,,,County Of Yakima,,,,,,,,
200 Bridle Way,Quail Run at Terrace Heights,90,B,Yakima,WA,98901-7938,"1,000.00",,,,,,,,,12.2,2016,,90,,,,Harlowe & Hitt LLP,1 Tacoma Ave N Suite # 300,"Tacoma, WA 98403-3131",,2532844410,,,Quail Run Terrace Heights,,,200 Bridle Way,"Yakima, WA 98901-7938",,,,
2205 Butterfield Rd,SKYLINE MOBILE ESTATES,162,C,Yakima,WA,98901,,,,,,,,,,12.2,1933,,162,,,,Investment Property Group,18006 Sky Park Cir Suite # 200,"Irvine, CA 92614-6406",,9494402300,,,Yakima County Rd Department,,,,,,,,
3005 Castlevale Rd,Castlevale Mobile Home Park,50,C,Yakima,WA,98902-1065,"1,000.00",,,,,,,,,2.5,1964,,50,,,,Debra E & Paul G Lombardi,7001 Occidental Ave,"Yakima, WA 98902",,5096975639,,,Castlevale Court Llc,,,3005 Castlevale Rd,"Yakima, WA 98902-1065",,,,
1524 S Fair Ave,Alpine Meadows Mobile Park,43,C,Yakima,WA,98901-3859,"1,000.00",,,,,,,,,2.5,1969,,43,,,,Kelle Winkler,12470 NE 162ND St,"Woodinville, WA 98072",,4254811096,,,Otto Investments Llc,,,,,,,,
3701 Gun Club Rd,Sun Country Estates,32,C,Yakima,WA,98901-9514,"1,000.00",,,,,,,,,12.2,1979,,32,,,,Desiree M Lohman,,,,,,,Desiree M Lohman,,,,,,,,
500 Hall Rd,GLEED MOBILE HOME PARK,34,C,Yakima,WA,98908-8959,"1,000.00",,,,,,,,,2.5,1966,,34,,,,Debra E & Paul G Lombardi,7001 Occidental Ave,"Yakima, WA 98902",,5096975639,,,Gleed Mobilee Estates Llc,,,500 Hall Rd,"Yakima, WA 98908-8959",,,,
451 Pence Rd,Sun Tides,50,C,Yakima,WA,98908-2233,"1,000.00",,,,,,,,,2.5,1979,,50,,,,Hurst & Son LLC,585 Bethel Ave Suite # 202,"Port Orchard, WA 98366    ",,5097311717,,,Sun Tides Community Llc,,,585 Bethel Ave,"Port Orchard, WA 98366    ",,,,
4601 W Powerhouse Rd,Riverview Manor Estates,98,B,Yakima,WA,98908-8655,"1,000.00",,,,,,,,,2.5,1970,,98,,,,Larry Hull,901 Summitville Ave Suite # 250,"Yakima, WA 98902",,5094538161,,,Powerhouse Road Mobile Court Llc,,,901 Summitview Ave,"Yakima, WA 98902    ",,,,
110 Sage Trail Rd,Country Squire Mobile Manor,61,C,Yakima,WA,98901-9357,"1,000.00",,,,,,,,,12.2,1974,,61,,,,Walters Kelly L,2006 S 3rd Ave,"Yakima, WA 98903",,5094698988,,,Walters Kelly L,,5094698988,2006 S 3rd Ave,"Yakima, WA 98903",,,,
710 State Route 821,Yakima Pomona Mobile Home Park,171,C,Yakima,WA,98901-9382,"1,000.00",,,,,,,,,12.2,1981,,171,,,,Dollarhide Jimmy L,710 State Route 821,"Yakima, WA 98901",,5097286966,,,Dollarhide Jimmy L,,5097286966,710 State Route 821,"Yakima, WA 98901",,,,
8301 Tieton Dr,Mobile Manor,127,B,Yakima,WA,98908-1471,"1,000.00",,,,,,,,,2.5,1980,,127,,,,Greg T Anderson,9007 Scenic Rd,"Yakima, WA 98908",,5099663867,,,Sirs Llc,,,8301 Tieton Dr,"Yakima, WA 98908-1471",,,,
5401 W Walnut St,Rose of Mary Terrace,40,B,Yakima,WA,98908-3206,626.00,,,,,,,,,1.5,2008,,40,,,,Adam Coe,5301 Tieton Ave,"Yakima, WA 98901",,5098532800,Coast - Rose of Mary Terrace,5099650540,Rose Of Mary Terrace,,,5301 Tieton Dr,"Yakima, WA 98908",,,,
18 W Washington Ave,Golden Villa Mobile Home Park,154,C,Yakima,WA,98903-1545,"1,000.00",,,,,,,,,2.9,1981,,154,,,,Lance A Forsee,1118 W Washington Ave,"Yakima, WA 98903    ",,5095778778,,,1118 W Washington Ave Llc,,,1118 W Washington Ave,"Yakima, WA 98903    ",,,,
